Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
EICHERMOT,EQ,22-Feb-18,27365.75,27350,27350,26700,26814.6,26868.5,26974.01,61721,1664862915,18647,39660,64.26
EICHERMOT,EQ,23-Feb-18,26868.5,27100,27146.45,26500,26735,26724.4,26694.34,86803,2317148918,25816,58423,67.31
EICHERMOT,EQ,26-Feb-18,26724.4,26990,27285.15,26710,27210,27185.95,27065.02,45025,1218602402,13695,26089,57.94
EICHERMOT,EQ,27-Feb-18,27185.95,27201,27346.8,27006.8,27190.7,27154.65,27150.59,50684,1376100480,21637,31136,61.43
EICHERMOT,EQ,28-Feb-18,27154.65,27030,27599,26511,27420,27437.75,27302.94,62724,1712549555,21450,37776,60.23
EICHERMOT,EQ,1-Mar-18,27437.75,27311.45,28001,27282.3,27722,27742.35,27739.73,91423,2536049148,23906,59087,64.63
EICHERMOT,EQ,5-Mar-18,27742.35,27725,27799.9,27440.05,27560,27548.35,27575.47,51019,1406873134,17618,34064,66.77
EICHERMOT,EQ,6-Mar-18,27548.35,27710,27784.25,27251.15,27482,27488.45,27495.39,42735,1175015335,13724,26321,61.59
EICHERMOT,EQ,7-Mar-18,27488.45,27470,27655,27305.6,27528.15,27528.15,27484.08,27472,755042689.6,8180,13592,49.48
EICHERMOT,EQ,8-Mar-18,27528.15,27580,27849,27425.55,27750.95,27711.85,27687.52,29823,825724881.3,10749,14388,48.24
EICHERMOT,EQ,9-Mar-18,27711.85,27750,28065,27660.45,27990,27963.85,27933.71,28679,801110806.6,12175,16495,57.52
EICHERMOT,EQ,12-Mar-18,27963.85,28065,28380,28065,28320,28316.9,28203.35,23032,649579571.9,8562,13480,58.53
EICHERMOT,EQ,13-Mar-18,28316.9,28052,28920,28052,28919,28849.35,28685.31,41271,1183871549,15014,23450,56.82
EICHERMOT,EQ,14-Mar-18,28849.35,28894,29059.95,28760,28840,28846.65,28900.84,46466,1342906281,12403,32003,68.87
EICHERMOT,EQ,15-Mar-18,28846.65,28850,28933.2,28630,28700,28695.55,28770.1,25262,726790145.5,8343,13879,54.94
EICHERMOT,EQ,16-Mar-18,28695.55,28650,28838.4,27888.2,28088,28079.15,28248.23,53436,1509472487,19602,35702,66.81
EICHERMOT,EQ,19-Mar-18,28079.15,28120,28274.65,27301.05,27400,27403.05,27617.9,19513,538908107.4,7496,8050,41.25
EICHERMOT,EQ,20-Mar-18,27403.05,27380,28424,27350.15,28350,28360.45,28125.87,47070,1323884740,15291,20040,42.57
EICHERMOT,EQ,21-Mar-18,28360.45,28380,28489,27830,27900,27980.85,27996.63,34171,956672938.2,13536,17026,49.83
EICHERMOT,EQ,22-Mar-18,27980.85,27974.25,28488,27925.35,28014,28030.5,28216.13,26132,737343834.1,10531,10579,40.48
EICHERMOT,EQ,23-Mar-18,28030.5,27570,28015.3,27339.3,27840.15,27896.1,27692.03,44127,1221966061,12537,25808,58.49
EICHERMOT,EQ,26-Mar-18,27896.1,27802.95,28001,27608.25,27816.3,27873.05,27839,26275,731469669.1,8876,14310,54.46
EICHERMOT,EQ,27-Mar-18,27873.05,28159,28560,28013.9,28366,28424.1,28387.9,35617,1011091845,11683,19824,55.66
EICHERMOT,EQ,28-Mar-18,28424.1,28248,28651.45,27999,28450,28372.65,28347.92,78536,2226331996,20181,52335,66.64
EICHERMOT,EQ,2-Apr-18,28372.65,28510,28803.7,28189.05,28241,28288.75,28430.78,31100,884197324.1,10343,18088,58.16
EICHERMOT,EQ,3-Apr-18,28288.75,28235.7,28235.7,27800,28014.9,27990,27942.1,30972,865422688.4,12176,16675,53.84
EICHERMOT,EQ,4-Apr-18,27990,28498,29250,28400.65,28900,28934.25,28947.06,86068,2491415200,31998,39029,45.35
EICHERMOT,EQ,5-Apr-18,28934.25,29200,29749,29100.05,29748.45,29677.75,29431.7,51075,1503224151,17178,25233,49.4
EICHERMOT,EQ,6-Apr-18,29677.75,29748,29899.95,29568,29771,29799.15,29782.71,46332,1379892679,18567,25491,55.02
EICHERMOT,EQ,9-Apr-18,29799.15,29900,29986.15,29700,29774,29805.75,29846.89,24641,735457119.1,10267,12812,51.99
EICHERMOT,EQ,10-Apr-18,29805.75,29811,30170,29650,29850,29972.05,29986.46,46516,1394850265,13409,28400,61.05
EICHERMOT,EQ,11-Apr-18,29972.05,29999.95,30840,29925,30629.85,30685.1,30541.02,69483,2122081428,23296,35843,51.59
EICHERMOT,EQ,12-Apr-18,30685.1,30545.75,30900,30530,30670,30681.55,30721.31,58410,1794431512,20024,33656,57.62
EICHERMOT,EQ,13-Apr-18,30681.55,30681,31500,30600,31485.4,31353,31155.69,45232,1409233974,17714,21230,46.94
EICHERMOT,EQ,16-Apr-18,31353,31400,31400,31000,31286,31299.25,31183.77,35006,1091619127,17809,19152,54.71
EICHERMOT,EQ,17-Apr-18,31299.25,31300,31468.2,30900,31025,31027.6,31214.09,27292,851894906.3,11396,14724,53.95
EICHERMOT,EQ,18-Apr-18,31027.6,31050.05,31337.25,30800,30900,30873.9,31062.39,22240,690827520.5,10334,10767,48.41
EICHERMOT,EQ,19-Apr-18,30873.9,31180,31189,30580,30810.05,30920.15,30849.23,26808,827006213.2,9068,11987,44.71
EICHERMOT,EQ,20-Apr-18,30920.15,30850,31220,30677.6,31079.95,31148.7,30896.82,17560,542548236.3,7203,8177,46.57
EICHERMOT,EQ,23-Apr-18,31148.7,31399.95,31399.95,31000,31050,31065.2,31154.88,25698,800618143.1,7035,15612,60.75
EICHERMOT,EQ,24-Apr-18,31065.2,31150,31500,30950.7,31301,31136.75,31083.13,30284,941321468.9,16095,22233,73.42
EICHERMOT,EQ,25-Apr-18,31136.75,31150,31200,30607.2,30730,30746.95,30883.02,19360,597895260.3,8110,9763,50.43
EICHERMOT,EQ,26-Apr-18,30746.95,30750,31316,30750,31225,31205.2,31080.69,22392,695958857.2,8071,10781,48.15
EICHERMOT,EQ,27-Apr-18,31205.2,31340,32236.7,31236.4,31550,31599.3,31832.45,44446,1414824902,13104,20825,46.85
EICHERMOT,EQ,30-Apr-18,31599.3,31700,31884.85,31044.45,31190,31188.6,31413.75,25647,805668558.1,7260,13460,52.48
EICHERMOT,EQ,2-May-18,31188.6,31349,31453.8,30290,30501,30522.25,30796.09,59292,1825961967,19463,35605,60.05
EICHERMOT,EQ,3-May-18,30522.25,30725,30725,29602,29800.55,29878.4,29966.19,31793,952715104.2,12009,14752,46.4
EICHERMOT,EQ,4-May-18,29878.4,29800,30100,29150,29230.1,29208.4,29423.8,24758,728474526.7,10194,11528,46.56
EICHERMOT,EQ,7-May-18,29208.4,29449.95,29850,29100.05,29785,29766.85,29563.43,29255,864878202.2,10596,15777,53.93
EICHERMOT,EQ,8-May-18,29766.85,29800,30500,29800,30400,30427.05,30289.64,38560,1167968672,14250,18011,46.71
EICHERMOT,EQ,9-May-18,30427.05,30499,30740.15,30150,30312.5,30315.65,30533.98,38251,1167955376,13929,10093,26.39
EICHERMOT,EQ,10-May-18,30315.65,30800,31207.45,30075.1,30750,30647.5,30556.13,70112,2142351622,23883,26221,37.4
EICHERMOT,EQ,11-May-18,30647.5,30750,31150,30625,30890.65,30873,30892.17,33957,1049005550,11590,13630,40.14
EICHERMOT,EQ,14-May-18,30873,30890.65,30950,30376.6,30495.3,30495.25,30626.76,22972,703558045.4,7502,10345,45.03
EICHERMOT,EQ,15-May-18,30495.25,30495.25,31000,30190.15,30864,30772.85,30734.45,44629,1371647643,15003,24838,55.65
EICHERMOT,EQ,16-May-18,30772.85,30500.05,30970.4,30335,30555.1,30565.7,30666.2,30974,949854884.5,13460,15004,48.44
EICHERMOT,EQ,17-May-18,30565.7,30566.8,30925,30377.9,30470,30495.95,30701.47,26798,822738036.7,11028,14336,53.5
EICHERMOT,EQ,18-May-18,30495.95,30600,30740,29791.65,30125,30086.2,30455.34,30909,941344066.2,10318,17191,55.62
EICHERMOT,EQ,21-May-18,30086.2,29900.8,30199.8,29316.05,29490,29432.9,29756.08,29903,889796065.8,11585,16806,56.2
EICHERMOT,EQ,22-May-18,29432.9,29490,29969.9,29490,29902.8,29929.55,29866.25,23406,699049358.7,7340,12437,53.14
EICHERMOT,EQ,23-May-18,29929.55,29853.2,29853.2,29300,29398.4,29392.05,29464.01,43504,1281802237,15725,28993,66.64
EICHERMOT,EQ,24-May-18,29392.05,29450,29700.25,29289,29522.55,29515.4,29505.79,19478,574713756.8,5466,10163,52.18
EICHERMOT,EQ,25-May-18,29515.4,29522.55,30333.35,29522.55,30200,30203.45,29998.78,31931,957890927.5,12701,19779,61.94
EICHERMOT,EQ,28-May-18,30203.45,30110,30750,30017.95,30682.75,30682.75,30647.66,25969,795889137.8,12033,16229,62.49
EICHERMOT,EQ,29-May-18,30682.75,30681,30750,30340.15,30620,30510.7,30548.93,20231,618035410.6,9124,10701,52.89
EICHERMOT,EQ,30-May-18,30510.7,30338.65,30430,30000,30100,30136.3,30200.69,26997,815328116.1,11310,16729,61.97
EICHERMOT,EQ,31-May-18,30136.3,30249,31499,30176.75,30650,30780.65,30682.92,91548,2808960088,30985,51304,56.04
EICHERMOT,EQ,1-Jun-18,30780.65,30650,30650,29320,29900,29868.75,29864.56,68883,2057160649,23424,30992,44.99
EICHERMOT,EQ,4-Jun-18,29868.75,29950.25,30273.8,29315,29380,29377.65,29740.07,34668,1031028596,12595,14215,41
EICHERMOT,EQ,5-Jun-18,29377.65,29606.55,29606.55,29058.6,29275.05,29236.35,29286.73,24133,706776571.2,13600,13691,56.73
EICHERMOT,EQ,6-Jun-18,29236.35,29400,30062,29210.05,30000.65,29949.25,29716.35,22144,658038885.7,10476,10213,46.12
EICHERMOT,EQ,7-Jun-18,29949.25,30108.3,30267,29583.8,29625,29712.4,29881.18,23962,716012947.9,9966,11701,48.83
EICHERMOT,EQ,8-Jun-18,29712.4,29640,29640,29300,29520,29513,29436.55,17690,520732556.5,8480,6836,38.64
EICHERMOT,EQ,11-Jun-18,29513,29660.55,29780,29500,29603.35,29677,29677.7,15911,472201888.7,7654,8036,50.51
EICHERMOT,EQ,12-Jun-18,29677,29603.35,29978.95,29150,29231.7,29208.4,29611.15,40786,1207720495,12117,25315,62.07
EICHERMOT,EQ,13-Jun-18,29208.4,29380,29556,29250,29450,29448.6,29412.63,26927,791993789.8,13218,15193,56.42
EICHERMOT,EQ,14-Jun-18,29448.6,29560,29575,29155,29550,29536.7,29413.7,32023,941914993,11984,18507,57.79
EICHERMOT,EQ,15-Jun-18,29536.7,29552,29648,29290.5,29601,29573.75,29527.82,53984,1594029904,21231,40460,74.95
EICHERMOT,EQ,18-Jun-18,29573.75,29590,30265,29421,30134,30135.3,29933.98,38968,1166467275,18794,24707,63.4
EICHERMOT,EQ,19-Jun-18,30135.3,30135.3,30150,29684.55,29885,29949.65,29845.78,22787,680095764.8,11864,14356,63
EICHERMOT,EQ,20-Jun-18,29949.65,29970,30190,29673.25,29714.15,29805.3,29896.47,25043,748697218.7,12938,16313,65.14
EICHERMOT,EQ,21-Jun-18,29805.3,29880,30058.3,29355.75,29370,29424.9,29598.67,23594,698351046.5,11866,13943,59.1
EICHERMOT,EQ,22-Jun-18,29424.9,29449,29472.3,28906.95,29166,29140.65,29119.73,49023,1427536636,25488,32369,66.03
EICHERMOT,EQ,25-Jun-18,29140.65,29140.65,29721.35,29140.65,29440,29440,29460.59,26616,784123112.2,12759,12987,48.79
EICHERMOT,EQ,26-Jun-18,29440,29441.5,29557.45,28900.15,29085,29035.45,29321.14,50745,1487901472,9457,32777,64.59
EICHERMOT,EQ,27-Jun-18,29035.45,29099,29177.8,28253.05,28270,28371.85,28609.12,34585,989446347.2,13928,17757,51.34
EICHERMOT,EQ,28-Jun-18,28371.85,28240,28550,27751.6,28415.1,28425.55,28280.39,76689,2168794756,28142,46654,60.84
EICHERMOT,EQ,29-Jun-18,28425.55,28699.6,28788.8,28400,28725.55,28590.45,28571.94,81517,2329098429,23624,58623,71.92
EICHERMOT,EQ,2-Jul-18,28590.45,28655,28781,27865.15,28181,28187.65,28157.86,41965,1181644512,14931,20381,48.57
EICHERMOT,EQ,3-Jul-18,28187.65,28375,28375,28005,28100,28079,28194.94,50476,1423167996,11452,37374,74.04
EICHERMOT,EQ,4-Jul-18,28079,28199,28390,28085,28190,28238,28217.35,37877,1068788498,9955,25635,67.68
EICHERMOT,EQ,5-Jul-18,28238,28338,28338.05,27849.25,27896.05,27888,27995.23,36620,1025185343,11922,22005,60.09
EICHERMOT,EQ,6-Jul-18,27888,27896.05,28140,27475.35,27646.55,27626.3,27921.91,59924,1673192308,13257,40085,66.89
